Date;Price
2023-12-04;1145000
2023-12-05;1122000
2023-12-06;1110000
2023-12-07;1116000
2023-12-08;1116000
2023-12-09;1107000
2023-12-10;1107000
2023-12-11;1107000
2023-12-12;1093000
2023-12-13;1100000
2023-12-14;1125000
2023-12-15;1126000
2023-12-16;1114000
2023-12-17;1114000
2023-12-18;1114000
2023-12-19;1118000
2023-12-20;1125000
2023-12-21;1121000
2023-12-22;1128000
2023-12-23;1132000
2023-12-24;1132000
2023-12-25;1132000
2023-12-26;1132000
2023-12-27;1137000
2023-12-28;1141000
2023-12-29;1130000
2024-01-02;1129000
2024-01-03;1129000
2024-01-04;1123000
2024-01-05;1125000
2024-01-06;1128000
2024-01-07;1128000
2024-01-08;1128000
2024-01-09;1121000
2024-01-10;1121000
2024-01-11;1119000
2024-01-12;1124000
2024-01-13;1131000
2024-01-14;1131000
2024-01-15;1130000
2024-01-16;1134000
2024-01-17;1121000
2024-01-18;1115000
